,kidneySRR8374780,kidneySRR8374781,liverSRR8374774,liverSRR8374775,lungSRR8374778,lungSRR8374779,sIntestineSRR8374776,sIntestineSRR8374777
ENSMUSG00000109932,0,0,0,0,0,0,0,0
ENSMUSG00000109933,0,0,0,0,0,0,0,0
ENSMUSG00000109934,0,0,0,0,0,0,0,0
ENSMUSG00000109935,0,0,0,0,0,0,0,0
ENSMUSG00000109936,3,2,0,2,3,2,8,1
ENSMUSG00000109937,0,0,0,0,0,0,0,0
ENSMUSG00000109938,1,0,0,0,0,0,0,0
ENSMUSG00000109939,0,0,0,0,0,0,0,0
ENSMUSG00000109940,0,0,0,0,0,0,0,0
ENSMUSG00000109941,0,0,0,0,0,0,0,0
ENSMUSG00000109942,0,0,0,0,0,0,0,0
ENSMUSG00000109943,0,0,0,0,0,0,0,0
ENSMUSG00000109944,0,0,0,0,0,0,0,0
ENSMUSG00000109945,0,0,0,0,0,2,2,0
ENSMUSG00000109946,132,155,3,7,49,52,4,4
ENSMUSG00000109947,0,0,0,0,0,0,0,0
ENSMUSG00000109948,0,0,0,0,0,0,0,0
ENSMUSG00000109949,0,0,0,0,0,0,0,0
ENSMUSG00000109950,0,0,0,0,0,0,0,0
ENSMUSG00000109951,0,0,0,0,0,0,0,0
ENSMUSG00000109952,0,0,0,0,0,0,0,0
ENSMUSG00000109953,0,11,2,1,14,11,5,0
ENSMUSG00000109954,0,0,0,0,0,0,0,0
ENSMUSG00000109955,0,0,0,0,0,0,0,0
ENSMUSG00000109956,0,0,0,0,0,0,0,0
ENSMUSG00000109957,0,0,0,0,0,0,0,0
ENSMUSG00000109958,0,1,1,0,1,3,1,1
ENSMUSG00000109959,0,0,0,0,0,0,0,0
ENSMUSG00000109960,0,0,0,0,0,0,0,0
ENSMUSG00000109961,0,0,1,0,1,0,0,0
ENSMUSG00000109962,0,0,0,0,0,0,0,0
ENSMUSG00000109963,0,0,0,0,0,0,0,0
ENSMUSG00000109964,0,0,0,0,0,0,0,1
ENSMUSG00000109965,1,0,0,0,0,0,0,0
ENSMUSG00000109966,0,1,0,0,0,0,0,0
ENSMUSG00000109967,0,0,0,0,0,0,0,0
ENSMUSG00000109968,0,0,0,0,0,0,0,0
ENSMUSG00000109969,0,0,0,0,0,0,0,0
ENSMUSG00000109970,0,0,0,0,0,0,0,0
ENSMUSG00000109971,0,0,0,0,0,0,0,0
ENSMUSG00000109972,0,0,0,0,0,0,0,0
ENSMUSG00000109973,0,1,0,0,1,0,0,0
ENSMUSG00000109974,0,0,0,0,0,0,0,0
ENSMUSG00000109975,17,7,1,1,3,5,1,0
ENSMUSG00000109976,1,0,0,0,0,0,0,0
ENSMUSG00000109977,0,0,0,0,0,0,0,0
ENSMUSG00000109978,0,0,0,0,0,0,0,0
ENSMUSG00000109979,0,0,0,0,0,0,0,0
ENSMUSG00000109980,0,2,1,0,2,2,0,0
ENSMUSG00000109981,0,0,0,0,0,0,0,0
ENSMUSG00000109982,0,0,0,0,0,0,0,0
ENSMUSG00000109983,0,0,0,0,0,0,0,0
ENSMUSG00000109984,0,0,0,0,0,0,0,0
ENSMUSG00000109985,0,0,0,0,0,0,0,0
ENSMUSG00000109986,0,0,0,0,0,0,0,0
ENSMUSG00000109987,0,0,0,0,0,0,0,0
ENSMUSG00000109988,0,0,0,0,0,0,0,0
ENSMUSG00000109990,0,0,0,0,0,0,0,0
ENSMUSG00000109991,0,0,0,0,0,0,0,0
ENSMUSG00000109992,27,11,0,0,0,0,0,0
ENSMUSG00000109993,0,0,0,0,0,0,0,0
ENSMUSG00000109994,0,1,1,0,0,1,1,0
ENSMUSG00000109995,1,0,0,0,0,0,0,0
ENSMUSG00000109996,0,0,0,0,0,0,0,0
ENSMUSG00000109997,0,0,0,0,0,0,0,0
ENSMUSG00000109998,0,0,0,0,0,0,0,0
ENSMUSG00000109999,0,0,0,0,0,0,0,0
ENSMUSG00000110000,0,0,0,0,0,0,0,0
ENSMUSG00000110001,1,3,0,0,0,0,1,1
ENSMUSG00000110002,0,0,0,0,0,0,0,0
ENSMUSG00000110003,0,1,0,0,0,0,0,0
ENSMUSG00000110004,0,0,0,0,0,0,0,0
ENSMUSG00000110005,0,0,0,0,0,0,0,0
ENSMUSG00000110006,0,0,0,0,0,0,0,0
ENSMUSG00000110007,0,0,0,0,0,0,0,0
ENSMUSG00000110008,0,0,0,0,0,0,0,0
ENSMUSG00000110009,0,0,1,0,0,1,0,0
ENSMUSG00000110010,6,9,1,2,17,19,5,6
ENSMUSG00000110011,0,0,0,0,0,0,0,0
ENSMUSG00000110012,0,0,0,0,0,0,0,0
ENSMUSG00000110013,0,0,0,0,0,0,0,0
ENSMUSG00000110014,0,0,0,0,0,0,0,0
ENSMUSG00000110015,0,0,0,0,0,0,0,0
ENSMUSG00000110016,0,0,0,0,0,0,0,0
ENSMUSG00000110017,0,1,0,0,0,0,0,0
ENSMUSG00000110018,0,9,0,1,41,43,12,9
ENSMUSG00000110019,0,0,0,0,0,0,0,0
ENSMUSG00000110020,0,0,0,0,0,0,0,0
ENSMUSG00000110022,0,0,0,0,0,0,0,0
ENSMUSG00000110023,0,0,0,0,0,0,0,0
ENSMUSG00000110024,0,0,0,0,0,0,0,1
ENSMUSG00000110025,0,0,0,0,0,0,0,0
ENSMUSG00000110026,0,0,0,0,0,0,0,0
ENSMUSG00000110027,0,0,0,0,0,0,0,0
ENSMUSG00000110028,0,0,0,0,0,0,0,0
ENSMUSG00000110030,0,0,0,1,8,6,1,2
ENSMUSG00000110031,0,0,0,0,0,0,0,0
ENSMUSG00000110032,0,0,0,0,0,0,0,0
ENSMUSG00000110033,0,0,0,0,1,0,0,0
ENSMUSG00000110034,0,0,0,0,0,0,0,0
ENSMUSG00000110035,0,0,18,12,0,0,0,0
ENSMUSG00000110036,0,0,0,0,0,0,0,0
ENSMUSG00000110037,1,0,0,0,0,0,0,0
ENSMUSG00000110038,0,0,0,0,0,0,0,0
ENSMUSG00000110039,0,0,0,0,0,0,0,0
ENSMUSG00000110040,0,0,0,0,0,0,0,0
ENSMUSG00000110041,0,0,0,0,0,0,0,0
ENSMUSG00000110042,0,0,0,0,0,0,0,0
ENSMUSG00000110043,0,0,0,0,0,0,0,0
ENSMUSG00000110044,0,0,0,0,0,0,0,0
ENSMUSG00000110045,0,3,0,0,3,1,0,0
ENSMUSG00000110046,0,0,0,0,0,0,0,0
ENSMUSG00000110047,0,0,0,0,0,0,0,0
ENSMUSG00000110048,0,0,0,0,0,0,0,0
ENSMUSG00000110049,0,0,0,0,0,0,0,0
ENSMUSG00000110050,0,0,0,0,0,0,0,0
ENSMUSG00000110051,0,0,0,0,0,0,0,0
ENSMUSG00000110052,0,0,0,0,1,2,0,0
ENSMUSG00000110053,0,1,0,0,0,2,2,2
ENSMUSG00000110054,0,0,0,0,0,0,0,0
ENSMUSG00000110055,1,2,6,5,0,0,1,1
ENSMUSG00000110056,0,0,0,0,0,0,0,0
ENSMUSG00000110057,19,15,4,5,6,7,3,3
ENSMUSG00000110058,0,3,0,0,4,3,1,0
ENSMUSG00000110059,0,0,0,0,0,0,0,0
ENSMUSG00000110060,0,0,0,0,0,0,0,0
ENSMUSG00000110061,0,0,0,0,0,0,0,0
ENSMUSG00000110062,4,4,0,0,2,6,1,0
ENSMUSG00000110063,5,11,0,0,6,2,0,0
ENSMUSG00000110064,0,0,0,0,0,0,0,0
ENSMUSG00000110065,0,0,0,0,0,0,0,0
ENSMUSG00000110066,0,0,0,1,0,0,0,0
ENSMUSG00000110067,2,3,0,0,0,3,6,1
ENSMUSG00000110068,0,0,0,0,0,0,0,0
ENSMUSG00000110069,2,0,0,0,2,0,0,0
ENSMUSG00000110070,0,0,0,0,0,0,0,0
ENSMUSG00000110071,0,0,0,0,11,7,4,4
ENSMUSG00000110072,0,0,0,0,0,0,0,0
ENSMUSG00000110073,0,0,0,0,0,0,0,0
ENSMUSG00000110074,0,0,0,0,0,0,0,0
ENSMUSG00000110075,0,0,0,0,0,0,0,0
ENSMUSG00000110076,0,0,0,0,0,0,0,1
ENSMUSG00000110077,0,0,0,0,0,0,0,0
ENSMUSG00000110078,0,0,0,0,0,0,0,0
ENSMUSG00000110079,0,0,0,0,0,0,0,0
ENSMUSG00000110080,0,0,0,0,0,0,0,0
ENSMUSG00000110081,0,0,0,0,0,0,0,2
ENSMUSG00000110082,0,0,0,0,0,0,0,0
ENSMUSG00000110083,0,0,0,0,0,0,0,0
ENSMUSG00000110084,0,0,0,0,0,0,0,0
ENSMUSG00000110085,0,0,0,0,0,0,0,0
ENSMUSG00000110086,0,0,0,0,0,0,0,0
ENSMUSG00000110087,0,0,0,0,0,0,0,0
ENSMUSG00000110088,0,0,0,0,0,0,0,0
ENSMUSG00000110089,0,11,1,0,1,2,1,0
ENSMUSG00000110090,0,0,0,0,0,0,0,0
ENSMUSG00000110091,0,0,0,0,0,0,1,0
ENSMUSG00000110092,0,0,0,0,0,0,0,0
ENSMUSG00000110093,0,0,0,0,0,0,0,0
ENSMUSG00000110094,0,0,0,0,0,0,0,0
ENSMUSG00000110095,0,0,0,0,0,0,0,0
ENSMUSG00000110096,0,0,0,0,0,0,0,0
ENSMUSG00000110097,0,0,0,0,0,0,0,0
ENSMUSG00000110098,0,0,0,0,0,0,0,0
ENSMUSG00000110099,0,0,0,0,0,0,0,0
ENSMUSG00000110100,0,0,0,0,0,0,0,0
ENSMUSG00000110101,1,4,0,0,2,1,0,2
ENSMUSG00000110102,0,0,0,0,0,0,0,0
ENSMUSG00000110103,0,0,0,0,0,0,0,0
ENSMUSG00000110104,0,8,1,1,13,30,1,2
ENSMUSG00000110105,18,96,11,33,66,88,17,18
ENSMUSG00000110106,0,0,0,0,0,0,0,0
ENSMUSG00000110108,0,0,0,0,0,0,0,0
ENSMUSG00000110109,0,0,0,0,0,1,0,0
ENSMUSG00000110110,0,0,0,0,0,0,0,0
ENSMUSG00000110111,0,0,0,0,0,0,0,0
ENSMUSG00000110112,0,0,0,0,0,0,0,0
ENSMUSG00000110113,0,0,0,0,0,0,0,0
ENSMUSG00000110114,0,0,0,0,0,1,0,0
ENSMUSG00000110115,0,2,0,0,0,1,0,0
ENSMUSG00000110116,0,0,0,0,0,0,0,0
ENSMUSG00000110117,0,0,0,0,0,0,0,0
ENSMUSG00000110118,0,0,0,0,0,0,0,0
ENSMUSG00000110119,0,1,0,0,0,0,1,0
ENSMUSG00000110120,0,0,0,0,0,0,0,0
ENSMUSG00000110121,0,0,0,0,0,0,0,0
ENSMUSG00000110122,0,0,0,0,0,0,0,0
ENSMUSG00000110123,0,0,0,0,1,0,0,1
ENSMUSG00000110124,0,0,0,0,0,0,0,0
ENSMUSG00000110125,0,0,0,0,0,4,0,0
ENSMUSG00000110126,0,0,2,0,0,0,0,0
ENSMUSG00000110127,0,0,0,0,0,0,0,0
ENSMUSG00000110128,0,0,0,0,0,0,0,0
ENSMUSG00000110129,5,7,4,2,5,3,39,31
ENSMUSG00000110130,0,0,0,0,0,0,0,0
ENSMUSG00000110131,0,0,0,0,0,0,0,0
ENSMUSG00000110132,0,0,0,0,0,0,0,0
ENSMUSG00000110133,0,0,0,0,0,0,0,0
ENSMUSG00000110134,0,0,0,0,0,0,0,0
ENSMUSG00000110135,0,0,0,0,0,0,0,0
ENSMUSG00000110136,4,12,1,7,20,30,6,16
ENSMUSG00000110137,0,0,0,0,0,0,0,0
ENSMUSG00000110138,0,0,0,0,0,0,0,0
ENSMUSG00000110139,0,0,1,0,3,0,0,0
ENSMUSG00000110140,0,2,0,0,4,7,0,1
ENSMUSG00000110141,0,0,0,0,2,0,0,0
ENSMUSG00000110142,0,0,0,0,0,0,0,0
ENSMUSG00000110143,0,0,0,0,0,0,0,0
ENSMUSG00000110144,0,0,0,0,0,0,0,0
ENSMUSG00000110145,0,0,0,0,0,0,0,0
ENSMUSG00000110146,0,0,0,0,0,0,0,0
ENSMUSG00000110147,0,0,0,0,0,0,0,0
ENSMUSG00000110148,1,5,2,1,18,36,11,13
ENSMUSG00000110149,0,0,0,0,0,0,0,0
ENSMUSG00000110150,0,0,0,0,0,0,0,0
ENSMUSG00000110151,0,1,50,83,0,0,1,2
ENSMUSG00000110152,0,0,0,0,0,0,0,0
ENSMUSG00000110153,0,0,0,0,0,0,0,0
ENSMUSG00000110154,0,0,0,0,0,0,0,0
ENSMUSG00000110155,0,0,0,0,0,0,0,0
ENSMUSG00000110156,35,46,14,15,7,8,11,10
ENSMUSG00000110157,0,0,0,0,0,0,0,0
ENSMUSG00000110158,0,0,0,0,0,0,0,0
ENSMUSG00000110159,0,0,0,0,0,0,0,0
ENSMUSG00000110160,0,0,0,0,0,0,0,0
ENSMUSG00000110161,15,35,5,6,4,11,2,2
ENSMUSG00000110162,1,5,0,0,3,2,2,2
ENSMUSG00000110163,0,0,0,0,0,0,0,0
ENSMUSG00000110164,0,0,0,0,0,0,0,0
ENSMUSG00000110165,50,60,26,27,36,40,33,20
ENSMUSG00000110166,0,0,0,0,0,0,0,0
ENSMUSG00000110167,0,0,0,0,0,0,0,0
ENSMUSG00000110168,0,1,0,0,0,1,0,0
ENSMUSG00000110169,0,0,0,0,0,0,0,0
ENSMUSG00000110170,0,0,0,0,0,0,0,0
ENSMUSG00000110171,0,0,0,0,0,0,0,0
ENSMUSG00000110172,0,0,0,0,0,0,0,0
ENSMUSG00000110173,0,0,0,0,0,0,0,0
ENSMUSG00000110174,0,0,0,0,0,0,0,0
ENSMUSG00000110175,0,0,0,0,0,0,0,0
ENSMUSG00000110176,0,0,0,0,1,0,2,1
ENSMUSG00000110177,0,0,0,0,0,0,0,0
ENSMUSG00000110178,0,0,0,0,0,0,0,0
ENSMUSG00000110179,0,1,0,0,4,1,0,0
ENSMUSG00000110180,0,0,0,0,1,0,0,0
ENSMUSG00000110181,0,0,0,0,0,0,0,0
ENSMUSG00000110182,0,0,0,0,0,0,0,0
ENSMUSG00000110183,0,0,0,0,0,0,0,0
ENSMUSG00000110184,0,0,0,0,0,0,0,0
ENSMUSG00000110185,240,284,164,178,502,520,230,191
ENSMUSG00000110186,0,0,0,0,0,0,0,0
ENSMUSG00000110187,0,0,0,0,0,0,0,0
ENSMUSG00000110188,0,0,0,0,0,0,0,0
ENSMUSG00000110189,0,0,0,0,0,0,0,0
ENSMUSG00000110190,0,0,0,0,0,0,0,0
ENSMUSG00000110192,0,0,0,0,0,0,0,0
ENSMUSG00000110193,0,1,0,1,0,2,3,1
ENSMUSG00000110194,0,0,0,0,0,0,0,0
ENSMUSG00000110195,0,0,0,0,0,0,0,0
ENSMUSG00000110196,0,0,0,0,0,0,0,0
ENSMUSG00000110197,0,0,0,0,0,0,0,0
ENSMUSG00000110198,0,0,0,0,0,2,0,0
ENSMUSG00000110199,0,0,0,1,0,0,0,0
ENSMUSG00000110200,0,0,0,0,0,0,0,0
ENSMUSG00000110201,0,0,0,0,0,0,0,0
ENSMUSG00000110202,0,0,0,0,0,0,0,0
ENSMUSG00000110203,0,0,0,0,0,0,0,0
ENSMUSG00000110204,0,0,0,0,0,0,0,0
ENSMUSG00000110205,0,0,0,0,0,0,0,0
ENSMUSG00000110206,0,0,0,0,0,0,0,0
ENSMUSG00000110207,0,1,0,0,1,1,0,3
ENSMUSG00000110208,0,8,0,0,2,3,4,3
ENSMUSG00000110209,0,0,0,0,0,0,0,0
ENSMUSG00000110210,1,5,0,0,16,0,0,0
ENSMUSG00000110211,0,0,0,0,0,0,0,0
ENSMUSG00000110212,0,0,0,0,0,0,0,0
ENSMUSG00000110213,0,0,0,0,0,0,0,0
ENSMUSG00000110214,0,0,0,0,2,1,0,0
ENSMUSG00000110215,0,0,0,0,0,0,0,0
ENSMUSG00000110216,0,0,0,0,1,0,0,0
ENSMUSG00000110217,1,0,0,0,0,0,0,0
ENSMUSG00000110218,1,33,3,4,116,137,20,25
ENSMUSG00000110219,0,0,0,0,0,0,0,0
ENSMUSG00000110220,0,0,0,0,0,0,0,0
ENSMUSG00000110221,52,228,6,4,5,8,0,1
ENSMUSG00000110222,1,0,2,0,1,1,2,2
ENSMUSG00000110223,0,0,0,0,0,0,0,0
ENSMUSG00000110224,0,0,0,0,0,0,0,0
ENSMUSG00000110225,0,0,0,0,0,0,0,0
ENSMUSG00000110226,0,0,0,0,0,0,0,0
ENSMUSG00000110227,0,0,0,0,0,0,0,0
ENSMUSG00000110228,0,0,0,0,0,0,0,0
ENSMUSG00000110229,0,0,0,0,0,0,0,0
ENSMUSG00000110230,1,7,0,0,2,1,0,0
ENSMUSG00000110231,0,0,0,0,0,0,0,0
ENSMUSG00000110232,0,0,0,0,0,0,0,0
ENSMUSG00000110233,0,0,0,0,0,0,0,0
ENSMUSG00000110234,1,5,1,2,3,2,2,1
ENSMUSG00000110235,1,5,3,2,7,11,1,0
ENSMUSG00000110236,0,2,0,0,1,0,0,0
ENSMUSG00000110237,0,0,0,0,0,0,0,0
ENSMUSG00000110238,0,0,0,0,0,0,0,0
ENSMUSG00000110239,2,1,2,0,0,2,1,6
ENSMUSG00000110240,0,0,0,0,0,0,0,0
ENSMUSG00000110241,0,0,0,0,0,0,0,0
ENSMUSG00000110242,0,0,0,0,4,2,1,1
ENSMUSG00000110243,0,0,0,0,0,0,0,0
ENSMUSG00000110244,0,0,0,0,0,0,0,0
ENSMUSG00000110245,0,0,0,0,0,0,0,0
ENSMUSG00000110246,1,1,0,0,0,0,0,2
ENSMUSG00000110247,0,0,0,0,0,1,0,0
ENSMUSG00000110248,0,0,0,0,0,0,0,0
ENSMUSG00000110249,1,0,0,0,0,0,0,0
ENSMUSG00000110250,0,0,0,0,1,0,0,0
ENSMUSG00000110251,0,0,3,6,0,0,0,0
ENSMUSG00000110252,0,0,0,0,0,0,0,0
ENSMUSG00000110253,0,0,0,0,0,0,0,0
ENSMUSG00000110254,0,0,0,0,0,0,0,0
ENSMUSG00000110255,0,0,0,0,0,0,0,0
ENSMUSG00000110256,1,7,2,0,0,1,0,0
ENSMUSG00000110257,0,0,0,0,0,0,0,0
ENSMUSG00000110258,0,0,0,0,0,0,0,0
ENSMUSG00000110259,0,0,0,0,0,0,0,0
ENSMUSG00000110260,1,1,0,0,10,9,3,1
ENSMUSG00000110261,0,0,0,0,0,0,0,0
ENSMUSG00000110262,0,0,0,0,0,0,0,0
ENSMUSG00000110263,0,0,0,0,0,0,0,0
ENSMUSG00000110264,0,1,0,0,4,4,1,0
ENSMUSG00000110265,0,0,0,0,0,0,0,0
ENSMUSG00000110266,2,0,1,1,30,25,72,38
ENSMUSG00000110267,0,0,0,0,0,0,0,0
ENSMUSG00000110268,0,0,0,0,0,0,0,0
ENSMUSG00000110269,0,0,0,0,0,0,0,0
ENSMUSG00000110270,0,0,0,0,0,0,0,0
ENSMUSG00000110271,0,0,0,0,0,0,0,0
ENSMUSG00000110272,0,0,0,0,0,0,0,0
ENSMUSG00000110273,10,10,8,9,0,3,1,0
ENSMUSG00000110274,0,0,0,0,0,0,0,0
ENSMUSG00000110275,63,38,6,14,75,88,26,42
ENSMUSG00000110276,0,0,0,0,1,1,10,2
ENSMUSG00000110277,175,305,52,98,190,199,1001,420
ENSMUSG00000110278,1,1,0,0,3,2,0,0
ENSMUSG00000110279,1,0,0,0,2,7,0,0
ENSMUSG00000110280,0,0,0,0,0,0,0,0
ENSMUSG00000110281,0,0,0,0,0,0,0,0
ENSMUSG00000110282,0,0,0,0,0,0,0,0
ENSMUSG00000110283,0,0,0,0,0,0,0,0
ENSMUSG00000110284,0,0,0,0,0,0,0,0
ENSMUSG00000110285,0,0,0,0,0,0,0,0
ENSMUSG00000110286,0,2,0,2,2,1,0,0
ENSMUSG00000110287,0,0,0,0,0,0,0,0
ENSMUSG00000110288,0,0,0,0,0,0,0,0
ENSMUSG00000110289,0,0,0,0,0,0,0,0
ENSMUSG00000110290,0,0,0,0,2,2,0,1
ENSMUSG00000110291,0,0,0,0,0,0,0,0
ENSMUSG00000110292,0,0,0,0,0,0,0,0
ENSMUSG00000110293,0,0,0,0,0,0,0,0
ENSMUSG00000110294,0,0,0,0,0,0,0,0
ENSMUSG00000110295,0,0,0,0,0,0,0,0
ENSMUSG00000110296,0,0,0,0,0,0,0,0
ENSMUSG00000110297,0,0,0,0,0,0,0,0
ENSMUSG00000110298,3,19,1,3,31,27,5,9
ENSMUSG00000110299,0,0,0,0,0,0,0,0
ENSMUSG00000110300,0,0,0,0,0,0,0,0
ENSMUSG00000110301,0,0,0,0,7,0,1,1
ENSMUSG00000110302,0,0,0,0,0,0,0,0
ENSMUSG00000110303,0,0,0,0,0,0,0,0
ENSMUSG00000110304,0,3,0,0,1,1,0,0
ENSMUSG00000110305,0,0,0,0,0,0,0,0
ENSMUSG00000110306,0,0,0,0,0,0,0,0
ENSMUSG00000110307,0,0,0,0,0,0,0,0
ENSMUSG00000110308,0,0,0,0,0,0,0,0
ENSMUSG00000110309,0,0,0,0,0,0,0,0
ENSMUSG00000110310,0,0,0,0,0,0,0,0
ENSMUSG00000110311,0,0,0,0,0,0,0,0
ENSMUSG00000110312,0,0,0,0,0,0,0,0
ENSMUSG00000110313,0,0,0,0,0,0,0,0
ENSMUSG00000110314,0,0,0,0,0,0,0,0
ENSMUSG00000110315,0,0,0,0,0,0,0,0
ENSMUSG00000110316,0,0,0,0,0,0,0,0
ENSMUSG00000110317,0,0,0,0,0,0,0,0
ENSMUSG00000110318,0,0,0,0,0,0,0,0
ENSMUSG00000110319,0,0,0,0,0,0,0,0
ENSMUSG00000110320,0,1,0,0,0,0,0,0
ENSMUSG00000110321,0,0,0,0,0,0,0,0
ENSMUSG00000110322,0,0,0,0,0,0,0,0
ENSMUSG00000110323,0,0,0,0,0,0,0,0
ENSMUSG00000110324,0,0,0,0,0,1,0,0
ENSMUSG00000110325,0,0,0,0,0,0,0,0
ENSMUSG00000110326,0,0,0,0,0,0,0,0
ENSMUSG00000110327,0,0,0,0,0,0,0,0
ENSMUSG00000110328,0,0,0,0,0,0,0,0
ENSMUSG00000110329,0,0,0,0,2,0,0,0
ENSMUSG00000110330,0,0,0,0,0,0,0,0
ENSMUSG00000110331,8,2,1,2,6,6,0,5
ENSMUSG00000110332,3,1,0,0,394,414,1,2
ENSMUSG00000110333,0,0,0,0,0,0,0,2
ENSMUSG00000110334,0,0,0,0,0,0,1,0
ENSMUSG00000110335,0,0,0,0,0,0,0,0
ENSMUSG00000110336,0,0,0,0,0,0,1,0
ENSMUSG00000110337,0,0,0,0,0,0,0,0
ENSMUSG00000110338,0,0,0,1,0,0,2,0
ENSMUSG00000110339,0,0,0,0,0,0,0,0
ENSMUSG00000110340,0,0,0,0,2,1,0,0
ENSMUSG00000110341,0,0,4,0,4,6,0,0
ENSMUSG00000110342,0,0,0,0,0,0,0,0
ENSMUSG00000110343,0,0,0,0,0,0,0,0
ENSMUSG00000110344,0,1,0,0,0,0,0,0
ENSMUSG00000110345,0,1,0,1,2,1,0,0
ENSMUSG00000110346,0,0,0,0,0,0,0,0
ENSMUSG00000110347,0,0,0,0,0,0,0,0
ENSMUSG00000110348,0,0,0,0,0,0,0,0
ENSMUSG00000110349,0,0,0,0,0,0,0,0
ENSMUSG00000110350,0,1,4,0,2,3,3,2
ENSMUSG00000110351,0,0,0,0,0,1,0,1
ENSMUSG00000110352,0,0,0,0,0,0,1,0
ENSMUSG00000110353,0,0,0,0,0,0,0,0
ENSMUSG00000110354,0,0,0,1,0,0,0,0
ENSMUSG00000110355,1,3,1,1,0,1,0,0
ENSMUSG00000110356,0,0,0,0,0,0,0,0
ENSMUSG00000110357,0,0,0,0,0,0,0,0
ENSMUSG00000110358,0,0,0,0,0,0,0,0
ENSMUSG00000110359,0,0,0,0,0,0,0,0
ENSMUSG00000110360,0,0,0,0,0,0,0,0
ENSMUSG00000110361,0,1,1,0,0,0,0,0
ENSMUSG00000110362,0,0,0,0,0,0,0,0
ENSMUSG00000110363,0,0,0,0,0,0,0,0
ENSMUSG00000110364,0,0,0,0,0,0,0,0
ENSMUSG00000110365,0,1,0,0,0,0,0,0
ENSMUSG00000110366,0,2,0,0,0,0,0,1
ENSMUSG00000110367,0,0,0,0,0,0,0,0
ENSMUSG00000110368,0,0,0,2,2,1,0,2
ENSMUSG00000110369,11,50,30,54,0,0,0,0
ENSMUSG00000110370,0,0,0,0,0,0,0,0
ENSMUSG00000110371,0,1,1,0,0,0,0,0
ENSMUSG00000110372,0,0,0,0,0,0,0,0
ENSMUSG00000110373,0,0,0,0,0,0,0,0
ENSMUSG00000110374,0,0,0,0,0,0,0,0
ENSMUSG00000110375,0,0,0,0,0,0,0,0
ENSMUSG00000110376,0,0,0,0,0,0,0,0
ENSMUSG00000110377,0,3,1,2,3,1,1,2
ENSMUSG00000110378,2,0,0,0,2,0,0,1
ENSMUSG00000110379,0,0,0,0,0,0,0,0
ENSMUSG00000110380,0,0,0,0,35,54,0,0
ENSMUSG00000110381,0,0,0,0,0,0,0,0
ENSMUSG00000110382,0,0,0,0,3,2,0,0
ENSMUSG00000110383,0,0,0,0,0,0,0,0
ENSMUSG00000110384,0,0,8,8,0,0,0,0
ENSMUSG00000110385,0,0,0,0,0,0,0,0
ENSMUSG00000110386,3,7,0,0,0,0,1,1
ENSMUSG00000110387,0,0,0,0,0,0,0,0
ENSMUSG00000110388,0,0,0,0,0,0,0,0
ENSMUSG00000110389,0,0,0,0,0,0,0,0
ENSMUSG00000110390,0,1,0,0,1,1,3,4
ENSMUSG00000110391,0,1,0,0,8,15,1,0
ENSMUSG00000110392,0,0,0,0,0,0,0,0
ENSMUSG00000110393,4,16,10,7,11,19,9,16
ENSMUSG00000110394,0,0,0,0,0,0,0,0
ENSMUSG00000110395,0,0,0,0,0,0,0,0
ENSMUSG00000110396,0,0,0,0,0,0,0,0
ENSMUSG00000110397,0,0,0,0,0,0,0,0
ENSMUSG00000110398,0,0,0,0,0,0,0,0
ENSMUSG00000110399,0,1,0,0,0,1,0,0
ENSMUSG00000110400,0,0,0,0,0,0,0,0
ENSMUSG00000110401,0,0,0,0,0,0,0,0
ENSMUSG00000110402,0,0,0,0,0,0,0,0
ENSMUSG00000110403,0,0,0,0,0,0,1,0
ENSMUSG00000110404,0,3,0,0,4,4,3,2
ENSMUSG00000110405,0,0,0,0,0,0,0,0
ENSMUSG00000110406,0,0,0,0,0,0,0,0
ENSMUSG00000110407,0,0,0,0,0,0,0,0
ENSMUSG00000110408,1,3,0,1,2,1,3,1
ENSMUSG00000110409,0,0,0,0,1,1,3,7
ENSMUSG00000110410,0,0,0,0,0,0,0,0
ENSMUSG00000110411,0,0,0,0,0,0,0,0
ENSMUSG00000110412,0,0,0,0,0,0,0,0
ENSMUSG00000110413,0,0,0,0,0,0,0,0
ENSMUSG00000110414,0,0,0,0,0,0,0,0
ENSMUSG00000110415,0,0,0,0,0,0,0,0
ENSMUSG00000110416,0,1,0,0,0,0,0,0
ENSMUSG00000110417,0,0,0,0,0,0,0,0
ENSMUSG00000110419,8,44,4,2,29,49,37,46
ENSMUSG00000110420,0,0,0,0,0,0,0,0
ENSMUSG00000110421,0,2,0,0,0,0,0,0
ENSMUSG00000110422,0,0,0,0,0,0,0,0
ENSMUSG00000110423,0,0,0,0,0,0,0,0
ENSMUSG00000110424,25,85,13,43,59,62,20,30
ENSMUSG00000110425,0,0,0,0,0,0,0,0
ENSMUSG00000110426,0,0,0,0,0,0,0,0
ENSMUSG00000110427,0,1,0,0,56,68,0,0
ENSMUSG00000110428,0,0,0,0,0,0,0,0
ENSMUSG00000110429,0,0,0,0,0,0,0,0
ENSMUSG00000110430,0,0,0,0,0,0,0,0
ENSMUSG00000110431,0,0,0,0,0,0,0,0
ENSMUSG00000110432,0,0,0,0,0,0,0,0
ENSMUSG00000110433,0,0,0,0,0,0,0,0
ENSMUSG00000110434,0,0,0,1,0,0,0,0
